id,date,num_of_events,value
13488,2011-01-12,1,1358.29
13267,2011-01-12,1,311.67
17841,2011-01-12,1,220.33
14606,2011-01-12,2,171.6
14587,2011-01-12,1,220.85
14715,2011-01-12,1,137.95
15311,2011-01-12,1,342.46
17338,2011-01-12,1,770.75
12971,2011-01-12,1,112.08
14040,2011-01-12,1,289.7
12652,2011-01-12,1,919.98
14514,2011-01-12,1,255.25
15171,2011-01-12,1,1289.5
17048,2011-01-12,1,258.41
13694,2011-01-13,1,1431.28
16500,2011-01-13,1,165
12951,2011-01-13,1,188.69
16161,2011-01-13,1,200.25
13993,2011-01-13,1,323.15
13078,2011-01-13,1,-18.6
17581,2011-01-13,1,-23.4
15694,2011-01-13,1,397.79
14978,2011-01-13,1,310.26
16395,2011-01-13,1,301.14
15513,2011-01-13,1,692.82
17406,2011-01-13,1,-6.2
12471,2011-01-13,1,753.45
13246,2011-01-13,1,336.07
14215,2011-01-13,1,596.06
16029,2011-01-13,1,660
15107,2011-01-13,1,14.95
15916,2011-01-13,1,342.61
15687,2011-01-13,1,353.5
14299,2011-01-13,1,175.2
16493,2011-01-14,1,127.8
12490,2011-01-14,1,864.22
12672,2011-01-14,1,225.9
12708,2011-01-14,1,284.62
15727,2011-01-12,1,554.75
12578,2011-01-13,1,1608.66
16233,2011-01-14,1,179.1
13777,2011-01-14,1,332.64
12553,2011-01-14,1,700.31
12393,2011-01-14,1,177
13081,2011-01-14,1,-13.2
15159,2011-01-14,1,272.64
15570,2011-01-14,1,487.7
14329,2011-01-14,1,1547.58
17954,2011-01-14,1,254.54
14099,2011-01-14,1,234.62
16839,2011-01-14,1,349.2
12924,2011-01-16,1,58.19
15535,2011-01-16,3,241.54
13700,2011-01-16,2,156.01
15046,2011-01-16,1,258.25
17841,2011-01-16,3,251.74
13048,2011-01-16,1,477.61
18069,2011-01-16,2,292.71
13634,2011-01-16,1,362
14404,2011-01-16,2,243
17609,2011-01-16,1,430.04
12779,2011-01-17,1,613.22
12872,2011-01-17,1,221.44
15696,2011-01-17,1,493.45
12673,2011-01-17,1,220.9
14135,2011-01-17,1,167.4
15296,2011-01-17,1,1199.33
17690,2011-01-17,1,895.5
13001,2011-01-17,1,805.45
13982,2011-01-17,1,475.2
14101,2011-01-17,1,751.6
14606,2011-01-17,2,205.37
14667,2011-01-17,1,305.81
15596,2011-01-17,1,375.15
15311,2011-01-17,1,394.57
13209,2011-01-17,1,111.35
12683,2011-01-17,1,732.14
17730,2011-01-17,1,311.48
18179,2011-01-17,1,287.1
13246,2011-01-17,1,347.04
17018,2011-01-18,1,405
14242,2011-01-18,1,138.35
14688,2011-01-18,1,302.22
13898,2011-01-18,1,155.93
17491,2011-01-18,1,305.52
16997,2011-01-18,1,390
12527,2011-01-18,1,132.52
14696,2011-01-18,1,293.63
18118,2011-01-18,1,290.8
15061,2011-01-18,1,780.5
13984,2011-01-18,1,129.95
13458,2011-01-18,1,-8.75
15939,2011-01-18,1,15
12665,2011-01-19,1,63
17091,2011-01-19,1,594.7
14090,2011-01-19,1,76.32
14769,2011-01-19,1,523.98
15039,2011-01-19,1,740.39
14527,2011-01-19,1,172.15
17722,2011-01-19,1,833.44
13520,2011-01-19,1,685.12
12826,2011-01-19,1,212.72
14180,2011-01-19,1,275.5
13310,2011-01-19,1,410.18
17602,2011-01-19,1,767.05
,2011-01-20,11,3123.91
14646,2011-01-20,1,305.28
15938,2011-01-20,1,74.9
16029,2011-01-20,2,957.63
16395,2011-01-20,1,149.42
17841,2011-01-20,1,-2.5
14735,2011-01-20,3,654.2
12402,2011-01-20,1,225.6
17771,2011-01-20,1,115.8
14770,2011-01-20,1,278.6
15498,2011-01-20,1,1761.18
12683,2011-01-20,1,-43.8
13090,2011-01-20,2,-174.03
14309,2011-01-20,1,-32.85
17364,2011-01-20,1,-25.45
14713,2011-01-20,1,222.24
15174,2011-01-21,1,135.75
12594,2011-01-21,1,341
13284,2011-01-21,1,-5.04
18061,2011-01-21,1,304.02
14646,2011-01-21,1,8060.3
16387,2011-01-21,1,94.36
12664,2011-01-21,1,661.58
17277,2011-01-21,1,717.02
14441,2011-01-21,1,-32.85
13999,2011-01-21,1,307.6
16928,2011-01-21,1,101.25
17094,2011-01-21,1,302
13969,2011-01-21,1,345.24
17238,2011-01-21,1,138.55
12970,2011-01-21,2,23.8
15235,2011-01-21,2,261.55
14292,2011-01-17,1,-12.15
15606,2011-01-19,1,305.6
16839,2011-01-21,1,357.12
17306,2011-01-21,1,748.94
18037,2011-01-21,1,8.25
13929,2011-01-21,1,-39.8
17389,2011-01-21,1,-3.75
12652,2011-01-21,1,-5.45
17644,2011-01-21,1,-9.95
12916,2011-01-23,1,847.85
15059,2011-01-23,1,2.95
13050,2011-01-23,1,323.09
13230,2011-01-23,1,155.64
14224,2011-01-23,1,244.3
17841,2011-01-23,2,90.39
18283,2011-01-23,1,106.55
12727,2011-01-23,1,514.5
14606,2011-01-23,1,265.18
13963,2011-01-23,1,115.68
14068,2011-01-23,1,265.85
13798,2011-01-23,2,2295.97
16477,2011-01-24,1,417.31
,2011-01-24,11,8101.42
14368,2011-01-24,1,155
15497,2011-01-24,1,970.6
12559,2011-01-24,1,486.11
14501,2011-01-24,1,66.93
13408,2011-01-24,1,904.66
14782,2011-01-24,1,200.1
17861,2011-01-24,1,241.86
17591,2011-01-24,1,309.43
18161,2011-01-24,1,301.53
18136,2011-01-24,1,288.99
17799,2011-01-24,2,143
15291,2011-01-24,1,-35.49
15179,2011-01-24,1,1285.62
16168,2011-01-24,1,127.7
13551,2011-01-24,1,91.8
14911,2011-01-24,1,282.44
12421,2011-01-24,1,157.45
12691,2011-01-24,1,190.2
15797,2011-01-24,1,15
15052,2011-01-24,1,215.78
17001,2011-01-24,1,374.93
13158,2011-01-25,1,256.41
14257,2011-01-25,1,620.14
14298,2011-01-25,2,1345.2
15218,2011-01-25,1,581.66
15110,2011-01-25,1,169.65
14527,2011-01-25,1,90.9
18008,2011-01-25,1,130.81
18277,2011-01-25,1,-12.75
12553,2011-01-25,1,-19.8
15518,2011-01-25,1,241.89
12681,2011-01-25,1,-12.75
17091,2011-01-25,1,-24.95
13310,2011-01-25,1,-21.25
17236,2011-01-25,1,199.33
16531,2011-01-25,1,146.1
15339,2011-01-25,1,257.9
16191,2011-01-25,1,-9.35
12709,2011-01-25,1,1116.9
13168,2011-01-25,1,632.18
16943,2011-01-25,1,451.03
17515,2011-01-25,1,231.48
17082,2011-01-25,1,636.94
13468,2011-01-25,1,146.1
16133,2011-01-25,1,323.71
13049,2011-01-25,1,153.78
15189,2011-01-25,1,300
17368,2011-01-25,1,-563.15
14548,2011-01-26,1,326.4
12971,2011-01-26,1,174.6
12782,2011-01-26,1,683.93
13491,2011-01-26,1,187.85
14049,2011-01-26,2,1019.81
13534,2011-01-26,2,347.15
15777,2011-01-26,2,387.6
,2011-01-26,5,2431.47
14606,2011-01-26,2,162.15
14978,2011-01-26,1,379.28
14233,2011-01-26,1,100.85
17389,2011-01-26,1,227.4
13098,2011-01-26,3,589.45
17951,2010-12-16,1,114
13458,2010-12-22,1,-16.5
13963,2011-01-04,1,215.41
14210,2011-01-04,1,363.66
12585,2011-01-05,1,-56.04
13458,2011-01-06,1,1489.18
15845,2011-01-06,1,303.36
12417,2011-01-06,1,-31.95
14810,2011-01-09,1,146.55
15611,2011-01-09,1,104.25
14299,2011-01-11,1,-347.5
14270,2011-01-12,1,492.65
14748,2011-01-12,1,-103.96
15447,2011-01-13,1,155.17
15100,2011-01-13,1,-32.85
16670,2011-01-14,1,-5.9
17961,2011-01-17,1,9.75
17787,2011-01-20,1,529.91
14895,2011-01-21,1,-45.65
18223,2011-01-21,3,-14.99
14320,2011-01-21,1,-134.68
17714,2011-01-23,1,153
14796,2011-01-24,2,264.76
15498,2011-01-24,1,523.34
13854,2011-01-24,1,304.1
12935,2011-01-24,1,431.63
15078,2011-01-24,1,379.7
13615,2011-01-25,1,417.69
14189,2011-01-25,1,274.74
16497,2011-01-25,1,233.08
14243,2011-01-26,1,328.4
15661,2011-01-26,1,193.8
17786,2011-01-26,1,114.85
16124,2011-01-26,1,249
16409,2011-01-26,1,271.56
13754,2011-01-26,1,156
17841,2011-01-26,1,181.65
15227,2011-01-26,1,318.23
14733,2011-01-26,1,511.69
14341,2011-01-26,1,-15.9
17591,2011-01-26,1,-10.95
14849,2011-01-26,1,-2.95
16918,2011-01-26,1,275.78
14442,2011-01-27,1,675.58
16782,2011-01-27,1,339.6
13089,2011-01-27,1,702.4
12764,2011-01-27,1,1693.88
14440,2011-01-27,1,529.01
14911,2011-01-27,1,564.05
17311,2011-01-27,1,556.46
12539,2011-01-27,2,0
12826,2011-01-27,1,329.38
15513,2011-01-27,1,328.74
16949,2011-01-27,1,74.42
14560,2011-01-27,1,152.25
12997,2011-01-26,1,305.55
14709,2011-01-27,1,407.95
12645,2011-01-27,1,369.3
16767,2011-01-27,1,1866.02
17213,2011-01-27,1,321.1
14738,2011-01-27,1,204.77
17540,2011-01-27,1,268.8
16814,2011-01-27,1,317.15
18125,2011-01-27,1,556.46
17389,2011-01-27,1,-6.75
13328,2011-01-27,1,1308.48
13174,2011-01-27,1,692.3
15549,2011-01-27,1,942.1
15189,2011-01-27,1,-5.95
16124,2011-01-27,1,-61.85
13534,2011-01-27,3,-33.75
15601,2011-01-27,1,283.74
15311,2011-01-27,1,305.25
15864,2011-01-27,1,242.42
16133,2011-01-27,1,-6.25
17180,2011-01-27,2,246.09
14702,2011-01-27,1,181.35
14180,2011-01-28,1,-6.35
12853,2011-01-28,1,427.4
16755,2011-01-28,1,316.06
14133,2011-01-28,1,318
16523,2011-01-28,1,743.9
13694,2011-01-28,1,1521.1
17965,2011-01-28,1,150.88
17188,2011-01-28,1,522.08
12735,2011-01-28,1,459.8
15079,2011-01-28,1,367.29
12501,2011-01-28,1,-79.71
14229,2011-01-28,1,-91.65
15696,2011-01-28,1,19.8
14215,2011-01-28,1,160.05
14051,2011-01-28,1,483.9
17329,2011-01-28,1,243.36
17920,2011-01-28,1,159.85
14040,2011-01-30,1,421.1
14532,2011-01-30,1,182.8
16326,2011-01-30,1,159.43
14805,2011-01-30,1,109.25
17062,2011-01-30,1,102.64
16923,2011-01-30,1,310.61
16897,2011-01-30,1,213.03
15579,2011-01-30,1,199.6
16985,2011-01-30,1,340.24
13148,2011-01-30,4,618.95
17796,2011-01-30,1,225.1
16770,2011-01-30,1,269.3
13161,2011-01-30,1,112.75
15415,2011-01-30,1,572.81
17431,2011-01-30,1,403.3
16816,2011-01-30,1,249.67
17463,2011-01-30,1,709.51
14502,2011-01-30,1,155.21
13869,2011-01-30,1,574.19
13089,2011-01-31,3,185.75
,2011-01-31,5,4822.28
17239,2011-01-31,1,382.5
12731,2011-01-31,1,3174.43
16043,2011-01-26,1,307.85
16882,2011-01-26,1,9.9
14541,2011-01-27,1,316.21
15159,2011-01-28,1,564.5
14659,2011-01-28,1,593.17
13709,2011-01-28,1,474.7
12637,2011-01-27,1,-14.65
12841,2011-01-31,1,123.95
13324,2011-01-31,1,460.5
14688,2011-01-31,3,186.51
18239,2011-01-31,1,56.1
15827,2011-01-31,1,-33.6
13615,2011-01-31,1,-17.7
17220,2011-01-31,1,320
18245,2011-01-31,1,439.18
15738,2011-01-31,1,305.07
14298,2011-01-31,1,378
15189,2011-01-31,1,-44.52
17621,2011-01-31,1,662.38
15144,2011-01-31,1,378.32
17580,2011-01-31,1,121.17
12778,2011-01-31,1,134.48
14502,2011-01-31,1,-8.7
17256,2011-01-31,1,127.9
16191,2011-01-31,4,4.55
14006,2011-01-31,1,304.44
15194,2011-01-31,1,315.57
13600,2011-01-31,1,219.52
12681,2011-01-31,1,417.54
17389,2011-01-31,1,213
12476,2011-01-31,1,549.58
12853,2011-01-31,1,-16.45
17375,2011-01-31,1,176.66
15240,2011-02-01,1,312.9
14911,2011-02-01,1,797.77
14496,2011-02-01,1,234.47
17147,2011-02-01,1,409.5
12626,2011-02-01,1,-45.3
12712,2011-02-01,1,314.15
13881,2011-02-01,1,1025.34
17314,2011-02-01,1,362.4
15039,2011-02-01,1,439.3
17356,2011-02-01,1,178.22
17884,2011-02-01,1,278.22
12836,2011-02-01,1,846.69
14850,2011-02-01,1,325.75
15694,2011-02-01,1,-55.8
16745,2011-02-01,1,239.3
13494,2011-02-01,1,316.26
13802,2011-02-01,1,969.74
12929,2011-02-01,1,117.85
15311,2011-02-01,2,960.13
16419,2011-02-01,1,252.66
15203,2011-02-01,1,211.94
15939,2011-02-01,1,354.24
12373,2011-02-01,1,364.6
15687,2011-02-01,1,379.1
16705,2011-02-01,1,2489.11
12775,2011-02-01,1,214.45
14549,2011-02-01,1,289.24
15854,2011-02-01,1,303
17376,2011-02-01,1,105.85
16011,2011-02-01,1,231
15107,2011-02-01,1,40.8
12682,2011-02-01,1,510.85
13854,2011-02-01,1,313.85
13110,2011-02-01,1,271.55
16716,2011-02-01,1,734.4
13141,2011-02-01,1,-2.95
16779,2011-02-01,1,-4.65
16161,2011-02-01,1,272.4
15940,2011-02-01,2,31.8
13629,2011-02-02,1,765
12682,2011-02-02,1,490.89
14665,2011-02-02,1,394.4
14457,2011-02-02,1,113.64
12559,2011-02-02,2,50.1
18198,2011-02-02,1,303.56
17863,2011-02-02,1,505.98
17811,2011-02-02,1,289.3
15589,2011-02-02,1,184.95
14411,2011-02-02,1,1063
13093,2011-02-02,1,991.98
,2011-02-02,11,4070.97
17560,2011-02-02,1,162.1
16985,2011-02-02,1,-2.5
13468,2011-02-02,1,141.3
14460,2011-02-02,2,-21
17230,2011-02-02,1,675
15046,2011-02-02,1,227.71
14127,2011-02-02,1,314.63
14312,2011-02-02,1,126.82
13939,2011-02-02,1,-11.8
16378,2011-02-02,1,144.2
17975,2011-02-02,1,326.36
13894,2011-02-02,1,160.85
18017,2011-02-02,1,165
13199,2011-02-02,1,15
15005,2011-02-02,1,203.58
13777,2011-02-02,1,345.02
12414,2011-02-02,1,153.76
14443,2011-02-02,1,304.9
13576,2011-02-02,1,349.89
12990,2011-02-02,1,97.5
17841,2011-02-02,1,208.48
17223,2011-02-02,1,133.95
14735,2011-02-02,1,110.45
16992,2011-02-02,1,-12.45
16405,2011-02-02,1,6.85
14309,2011-02-03,1,207.22
13873,2011-02-03,1,121.45
16210,2011-02-03,1,1866.3
12600,2011-02-03,1,427.94
,2011-02-03,3,1295.83
14180,2011-02-03,1,-16.95
16333,2011-02-03,1,989.52
16814,2011-02-03,1,170.7
15658,2011-02-03,1,270.2
13800,2011-02-03,1,558.32
12775,2011-02-03,1,-34.8
14606,2011-02-03,2,119.5
17672,2011-02-03,1,1177.84
13842,2011-02-03,1,293.96
13668,2011-02-03,1,231.4
13819,2011-02-03,1,307
17214,2011-02-03,1,132.5
13581,2011-02-03,1,118
12971,2011-02-03,1,64
16997,2011-02-03,1,78
13539,2011-02-03,1,164.1
15885,2011-02-03,1,15
17507,2011-02-03,1,340.56
13230,2011-02-03,1,135.55
13694,2011-02-04,2,1069.8
14540,2011-02-03,1,195.9
16353,2011-02-03,1,118.8
13871,2011-02-04,1,456.05
16938,2011-02-04,1,267.6
12712,2011-02-04,1,-71.9
14466,2011-02-04,1,323.5
14911,2011-02-04,1,229.6
12410,2011-02-04,2,693.33
16525,2011-02-04,1,303.58
12567,2011-02-04,1,1236.73
13137,2011-02-04,1,217.93
17381,2011-02-04,1,1987.62
13725,2011-02-04,1,947.65
12779,2011-02-04,1,337.2
17315,2011-02-04,2,101.3
16029,2011-02-04,2,1376.52
13963,2011-02-04,1,182.15
17685,2011-02-04,1,361.7
13050,2011-02-04,1,303.33
17392,2011-02-06,1,145.5
16525,2011-02-06,1,974.62
15808,2011-02-06,1,751.2
16745,2011-02-06,1,203.82
17105,2011-02-06,1,319.4
14438,2011-02-06,1,131.9
14410,2011-02-07,1,137.65
14600,2011-02-07,1,393.33
14952,2011-02-07,1,972.72
16422,2011-02-07,1,620.37
17302,2011-02-07,1,182.85
14534,2011-02-07,1,295.45
18118,2011-02-07,2,230.69
13955,2011-02-07,1,205.1
12472,2011-02-07,1,-94.93
17774,2011-02-07,1,219.99
16033,2011-02-07,2,195.81
13458,2011-02-07,1,818.86
12388,2011-02-07,1,124.05
18225,2011-02-07,1,438.82
12359,2011-02-07,1,1838.91
14048,2011-02-07,1,409.93
16945,2011-02-07,2,500.79
18102,2011-02-07,2,10535.48
14646,2011-02-08,2,1261.28
17841,2011-02-08,1,150.26
16839,2011-02-08,1,602.72
15797,2011-02-08,1,1495.2
14688,2011-02-08,1,213.15
13098,2011-02-08,1,244.8
14911,2011-02-08,1,-25.8
16553,2011-02-08,1,336
15753,2011-02-08,1,79.2
12599,2011-02-08,1,201.86
16779,2011-02-08,1,364.32
13873,2011-02-08,1,-7.9
14562,2011-02-08,1,262.85
16951,2011-02-08,1,1053.79
13050,2011-02-08,1,303.24
13798,2011-02-08,1,849.04
13133,2011-02-08,1,52.35
17881,2011-02-08,1,133.35
15843,2011-02-09,1,118.95
13319,2011-02-09,2,707.07
12720,2011-02-09,1,168.9
15039,2011-02-09,1,371.6
18202,2011-02-01,1,485.73
16684,2011-02-03,1,6549.12
12956,2011-02-06,1,108.07
17162,2011-02-07,1,424.41
12753,2011-02-09,1,5735.24
15407,2011-02-07,1,165
18109,2011-02-09,1,178.15
13590,2011-02-09,1,309.06
17537,2011-02-09,1,630.7
12401,2011-02-09,1,84.3
16143,2011-02-09,1,401.5
17412,2011-02-09,1,141.36
16607,2011-02-09,1,231.91
17358,2011-02-09,1,119.15
17940,2011-02-10,1,1045.44
,2011-02-10,2,697.95
14733,2011-02-10,1,493.5
14431,2011-02-10,1,470.36
17377,2011-02-10,1,216.58
17243,2011-02-10,1,263.8
18093,2011-02-10,1,852.92
16027,2011-02-10,1,320.52
14898,2011-02-10,1,168.35
18230,2011-02-10,1,464.82
18168,2011-02-10,1,194.35
15570,2011-02-10,2,61.3
16558,2011-02-10,2,254.78
13110,2011-02-10,1,-35.8
17230,2011-02-10,1,-6.95
16425,2011-02-10,1,302.7
17850,2011-02-10,1,-102.58
16711,2011-02-10,1,384.6
13468,2011-02-10,1,160.15
16842,2011-02-10,1,520.57
17334,2011-02-10,1,10.5
14475,2011-02-10,1,-21.55
12931,2011-02-10,1,-82
15046,2011-02-10,1,121.28
14842,2011-02-10,1,-295
13767,2011-02-10,1,-3.75
15738,2011-02-10,1,-13.2
16403,2011-02-10,1,-16.45
14555,2011-02-10,1,197.94
16161,2011-02-10,2,57.11
17790,2011-02-10,1,116.8
12841,2011-02-10,1,106.8
17809,2011-02-11,1,610.2
16306,2011-02-11,1,335.3
14796,2011-02-11,1,354.11
,2011-02-11,13,4273.64
13819,2011-02-11,1,425.05
12471,2011-02-11,1,-124.8
14441,2011-02-11,1,-54.75
17705,2011-02-11,1,136.3
16029,2011-02-11,1,2256
16013,2011-02-11,5,2963.1
15270,2011-02-11,2,289.4
12897,2011-02-11,1,128.8
15796,2011-02-11,1,-2.95
17677,2011-02-11,1,612.25
17512,2011-02-11,1,494.51
16191,2011-02-11,1,514.56
12477,2011-02-11,1,2355.95
15311,2011-02-11,1,350.82
13021,2011-02-11,1,-6.75
17675,2011-02-11,1,324.25
18250,2011-02-11,1,-6.35
14031,2011-02-11,1,-64.27
18159,2011-02-11,1,530.15
14304,2011-02-11,1,-186.35
13089,2011-02-11,2,-85.2
12921,2011-02-11,1,377.48
15638,2011-02-11,1,-94
13050,2011-02-11,1,-34.85
13767,2011-02-11,1,-7.5
12410,2011-02-11,1,-12.25
14133,2011-02-11,1,-2.55
15240,2011-02-11,1,-15.55
17334,2011-02-11,1,-0.42
15061,2011-02-11,2,-38.38
17450,2011-02-11,1,-1132.08
15581,2010-12-08,1,272.34
16710,2010-12-14,1,149.5
13124,2010-12-15,1,1256.32
15777,2010-12-16,1,-25.5
14560,2010-12-17,1,408.17
17239,2010-12-22,1,-2.55
16255,2011-01-04,1,299.6
14732,2011-01-04,1,203.1
12793,2011-01-09,1,413.68
13468,2011-01-11,1,145.75
15346,2011-01-11,1,252.42
13102,2011-01-11,1,447.28
16701,2011-01-12,1,366.12
,2011-01-14,9,8044.88
14657,2011-01-17,1,416.08
15513,2011-01-18,1,79.2
,2011-01-18,12,8358.24
,2011-01-21,7,8360.54
15939,2011-01-21,1,-12.75
17858,2011-01-23,1,224.75
13742,2011-01-23,2,449.28
12951,2011-01-24,1,117.4
16782,2011-01-24,1,-2.95
16730,2011-01-24,1,187.02
,2011-01-25,8,4958.17
12971,2011-01-25,1,88.8
17730,2011-01-25,1,-6.25
13001,2011-01-25,1,564.39
12609,2011-01-25,1,287.93
17094,2011-01-25,1,-31.8
13837,2011-01-26,1,113.7
13113,2011-01-26,1,372.29
15867,2011-01-26,1,142.71
13050,2011-01-27,1,-4.25
12578,2011-01-27,1,-33.5
16700,2011-01-27,1,508.36
15696,2011-01-27,1,264.26
13280,2011-01-27,1,392.01
,2011-01-28,55,2801.16
16019,2011-01-28,1,100.8
18016,2011-01-28,1,168.1
14709,2011-01-28,1,-9.9
13089,2011-01-28,1,119.85
16570,2011-01-31,1,-8.5
15497,2011-01-31,1,-2.5
17619,2011-01-31,1,218.52
17604,2011-01-31,1,136.24
14113,2011-02-01,1,-331.5
12676,2011-02-01,1,509.5
18041,2011-02-02,1,128.68
17912,2011-02-02,1,21.6
15421,2011-02-02,1,295.06
16771,2011-02-02,1,654.96
17446,2011-02-02,1,68.1
12350,2011-02-02,1,334.4
12842,2011-02-04,1,310.73
17291,2011-02-04,1,550.8
16686,2011-02-07,2,326.37
13983,2011-02-07,1,290
15577,2011-02-07,1,29.65
15189,2011-02-08,1,313.66
12576,2011-02-08,1,266.85
15827,2011-02-08,1,146.2
16998,2011-02-08,1,90
12462,2011-02-09,1,762.11
17560,2011-02-10,1,0
15601,2011-02-10,1,-5.95
13599,2011-02-10,1,-25.44
16928,2011-02-11,1,112.5
12395,2011-02-11,1,231.51
15550,2011-02-11,1,137.9
13672,2011-02-11,4,-71.46
15299,2011-02-11,1,-65.91
17035,2011-02-11,1,-45.2
17213,2011-02-11,1,-4.25
13534,2011-02-11,1,-0.85
15856,2011-02-11,1,1078.9
15569,2011-01-11,1,288.5
12841,2011-01-19,1,169.68
15596,2011-01-27,1,-2.95
16570,2011-02-01,1,450.06
14085,2011-02-03,1,244.22
17655,2011-02-08,1,313.9
12505,2011-02-11,1,-4.5
13725,2011-02-11,1,-27.85
15465,2011-02-13,1,278.65
15058,2011-02-13,1,178.75
17236,2011-02-13,1,119.76
17282,2011-02-13,1,741.85
17811,2011-02-13,1,210.7
13742,2011-02-13,1,526.1
17126,2011-02-13,1,302.67
16434,2011-02-13,1,401
17050,2011-02-13,1,131.4
17085,2011-02-13,1,233.96
14692,2011-02-13,1,121.25
17454,2011-02-13,1,132.25
17095,2011-02-13,1,230.81
13171,2011-02-13,1,140.35
15640,2011-02-13,2,959.2
17472,2011-02-13,1,252.51
16897,2011-02-13,2,-1.776356839e-15
17255,2011-02-13,1,112.46
17841,2011-02-13,2,90.4
16928,2011-02-13,1,-64.85
16084,2011-02-13,1,436.18
17667,2011-02-14,1,928.05
12507,2011-02-14,1,446.16
17937,2011-02-14,1,540
14631,2011-02-14,1,309.5
16098,2011-02-14,1,421.8
,2011-02-14,7,3699.52
14156,2011-02-14,1,2024.57
12476,2011-02-14,2,127.45
15769,2011-02-14,1,3257.4
15236,2011-02-14,1,321.05
14431,2011-02-14,1,-72.6
15827,2011-02-14,1,-37.06
17811,2011-02-14,1,103.7
17095,2011-02-14,1,-208.16
16333,2011-02-14,1,1119.36
14258,2011-02-14,1,1165.96
12621,2011-02-14,1,642.29
17659,2011-02-14,1,115
17346,2011-02-14,1,105.57
16422,2011-02-14,1,405.3
16779,2011-01-31,1,265.05
17362,2011-02-03,1,150
14133,2011-02-03,1,-12.75
17226,2011-02-04,1,393.49
13584,2011-02-06,1,142.4
16321,2011-02-07,3,67.95
13725,2011-02-07,1,220.98
14587,2011-02-08,1,152.87
15544,2011-02-11,1,479.48
15738,2011-01-17,1,316.5
14465,2011-02-10,1,597.3
15827,2011-01-27,1,177.35
13728,2011-02-02,1,158.58
12939,2011-02-14,1,3376.08
13381,2011-02-14,1,416.11
12553,2011-02-14,1,-6.3
12963,2011-02-14,1,-15.6
14527,2011-02-14,1,-70.01
13004,2011-01-27,1,318.6
13475,2011-02-14,1,317.12
17829,2011-02-14,1,889.24
16701,2011-02-14,1,379.74
14715,2011-02-14,1,109.5
13717,2011-02-14,1,298.05
12951,2011-02-14,1,-8.5
12921,2011-02-14,1,-4.25
13157,2011-02-14,1,197.82
13911,2011-02-14,1,223.74
14644,2011-02-14,1,187.5
16904,2011-02-14,1,101.45
12993,2011-02-14,1,102.9
12989,2011-02-14,1,901.6
17571,2011-02-14,1,284.35
17924,2011-02-14,1,-13.95
14606,2011-02-14,2,160.89
17231,2011-02-14,1,316.89
13089,2011-02-14,1,1380.4
15615,2011-02-14,1,710.31
12867,2011-02-14,1,424.16
15809,2011-02-10,1,198.8
14189,2011-02-14,1,-3.75
15358,2011-02-15,2,649.56
16979,2011-02-15,1,347.15
15601,2011-02-15,1,549.04
,2011-02-15,12,-780.62
16738,2011-02-15,1,3.75
14849,2011-02-15,2,401.3
12415,2011-02-15,1,14022.92
15122,2011-02-15,1,397.04
13848,2011-02-15,1,615
12583,2011-02-15,1,-18
17612,2011-02-15,1,305.46
12931,2011-02-15,1,1696.4
13408,2011-02-15,1,793.5
15811,2011-02-15,1,458.53
17348,2011-02-15,1,160.15
18093,2011-02-15,1,264.6
14701,2011-02-15,2,231.72
13893,2011-02-15,1,821.1
17315,2011-02-15,1,188.7
14961,2011-02-15,1,920.33
14659,2011-02-15,2,128.3
14744,2011-02-15,1,211
17730,2011-02-15,1,375.56
14527,2011-02-15,2,103.95
13941,2011-02-15,1,1023.84
16700,2011-02-15,1,433
13004,2011-02-15,1,287.74
14176,2011-02-15,2,296.15
14534,2011-02-15,1,120.16
15311,2011-02-15,1,784.74
17114,2011-02-15,1,127.95
14346,2011-02-15,1,262.44
12971,2011-02-15,1,181.5
16431,2011-02-15,2,343.93
12616,2011-02-15,1,255.6
15370,2011-02-15,1,570.02
16317,2011-02-15,1,570.76
14935,2011-02-15,1,1784.71
14156,2011-02-15,2,4362.5
16407,2011-02-15,1,75
14825,2011-02-15,1,241.34
16073,2011-02-15,1,122.4
14477,2011-02-15,1,165
17819,2011-02-15,2,812.2
15606,2011-02-15,1,303.57
14760,2011-02-15,1,89.2
17530,2011-02-15,1,344.69
13880,2011-02-16,1,210.2
14897,2011-02-16,1,175.5
17512,2011-02-16,1,77.5
13750,2011-02-16,1,363.36
15810,2011-02-16,1,377.32
16509,2011-02-16,1,363.7
14386,2011-02-16,1,142.4
12455,2011-02-16,1,1683.9
16019,2011-02-16,1,1129.35
15059,2011-02-16,2,177.23
15002,2011-02-16,1,254.44
16378,2011-02-16,1,142.85
14665,2011-02-16,2,337.26
17961,2011-02-16,1,20.38
17567,2011-02-16,1,424.85
15670,2011-02-16,1,173.05
12653,2011-02-16,1,779.1
12841,2011-02-16,1,112.45
16126,2011-02-16,1,891.35
15039,2011-02-16,1,375.78
12727,2011-02-16,2,901.66
16306,2011-02-16,2,-8.98
13199,2011-02-16,2,719.84
15759,2011-02-16,1,87.8
14180,2011-02-16,1,119.15
14609,2011-02-16,1,144
15356,2011-02-16,1,254.19
13414,2011-02-16,1,390
12823,2011-02-16,1,306
12352,2011-02-16,1,296.5
12372,2011-02-16,1,399.22
14944,2011-02-16,2,754.29
16494,2011-02-16,1,826.53
16875,2011-02-16,2,436.29
14959,2011-02-16,1,178.66
17306,2011-02-16,1,601.94
14210,2011-02-16,1,308.78
14051,2011-02-16,1,337.5
